Gene	Title	Authors	Year	Link	empty	empty	empty	empty
ASXL3	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
LRRN4CL	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
MRPS7	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
STT3A	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
TVP23B	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
ADM5	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
TFDP2	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
MAPK8IP3	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
DNM1	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
PGAP3	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
GPR63	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
LRRC72	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
BEND3	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
BEND4	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
PPP1R18	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
FUT5	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
KRTAP4-3	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
SMCR8	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
PHGDH	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
BLOC1S3	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
HLA-DQA1	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
HELLS	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
STARD7	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
DOC2A	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
WDTC1	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
DVL2	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
OR52N1	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
FAM134A	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
PSMC3	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
PTPRR	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
GALR3	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
REL	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
BICD2	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
DENND4A	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
GAS6	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
RBM6	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
OR2K2	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
DEFB125	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
MYT1L	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
NUAK2	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
TPRG1L	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
HOXC11	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
NUDT8	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
UBE2O	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
FBP1	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
TMEM38A	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
NOSIP	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
CYB5R4	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
JPH2	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
ARHGAP31	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
POU6F1	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
F2RL1	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
RIPK2	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
P2RY13	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
SPEN	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
GABBR2	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
DEF6	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
NDUFB7	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
CD84	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
OGDH	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
DYSF	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
L3MBTL1	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
NLN	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
CDCP2	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
TRPV2	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
ZNF726	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
CHTF18	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
HTR3E	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
ECSIT	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
PCSK9	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
PLA2G4D	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
KMT2E	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
ICAM3	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
ACOX2	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
FSCN3	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
ALG1	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
ATG4D	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
ANGPTL7	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
KPRP	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
