Gene	Title	Authors	Year	Link	RPKM	Log2FC	P	Shared locus
LACTB2	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.007217	
TEK	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.0073008	
TVP23C	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.0073755	
WARS2	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.007382	
RAB11B	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.007386	
MARCH2	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.007386	
ACER2	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.007464	
MON2	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.007531	
PATL1	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.007607	
FGF7	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.0076453	
PLA2G4A	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.0076711	
SCRN3	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.007697	
GPR155	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.007697	
C1orf106	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.007722	
C1orf101	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.0077274	
CRYBB3	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.00773	
CRYBB2	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.00773	
INPP4B	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.007764	
TBC1D32	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.007911	
CXCL6	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.00799	
PF4V1	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.00799	
SULT2A1	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.008065	
KIAA1217	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.008066	
NODAL	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.008075	
PALD1	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.008075	
GLT8D2	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.008142	
TRIM63	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.008149	
PLCL2	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.008153	
DECR2	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.0081654	
PPP1R16B	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.008193	
ANK3	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.0082155	
TSPAN5	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.008235	
ELF5	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.008239	
COL6A3	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.0083559	
DNER	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.00837	
PTPRS	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.0084019	
PTPRD	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.008551	
RBFOX3	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.008564	
CAT	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.0086975	
ZMIZ1	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.008872	
RASGEF1C	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.008884	
PLEKHF2	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.009057	
DTWD1	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.0090772	
ADCY3	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.009083	
WWOX	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.0091545	
PTRHD1	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.0091604	
MORN1	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.0091988	
ADSS	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.0092116	
MSI2	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.0092144	
ARMC3	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.0092161	
CACNA1C	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.0092716	
PLD5	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.009409	
C1orf141	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.0094341	
TVP23C-CDRT4	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.0094445	
CENPO	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.0095745	
